artist,song,genre,year,danceability,energy,duration_ms,explicit,,,,,,,,,
Manic Street Preachers,Ass Like That,"World/Traditional, hip hop",2005,0.6566997867178318,0.7676320735097427,215983,TRUE,,,,,,,,,
Madison Avenue,Almost Here,"rock, blues",2008,0.7902159812820855,0.6420334428326544,326270,TRUE,,,,,,,,,
Matchbox Twenty,We Fly High,"hip hop, pop, R&B, Dance/Electronic",2010,0.5092213325963284,0.6813389394240877,167150,TRUE,,,,,,,,,
Years & Years,Number 1,"pop, rock, Dance/Electronic",2004,0.4857456322341644,0.5816149639457708,221956,TRUE,,,,,,,,,
Take That,U and Dat (feat. T. Pain & Kandi Girl),"hip hop, pop, country",2009,0.6165901183239657,0.6251958897494243,294335,TRUE,,,,,,,,,
Disturbing Tha Peace,In Love With a Girl,"World/Traditional, rock, pop",2011,0.554143239,0.4727774835101828,211888,TRUE,,,,,,,,,
Kelly Rowland,Ai Se Eu Te Pego - Live,"rock, Folk/Acoustic, easy listening",2008,0.86038078,0.6258414763206156,257321,FALSE,,,,,,,,,
Mariah Carey,Stutter (feat. Mystikal) - Double Take Remix,"Folk/Acoustic, rock, pop",2008,0.5302613614059605,0.6102740885059302,240475,TRUE,,,,,,,,,
Will Smith,Rock The Boat,"rock, pop, metal, Dance/Electronic",2009,0.659949886,0.6503892742889587,217081,TRUE,,,,,,,,,
Thirty Seconds To Mars,"Lady Marmalade - From ""Moulin Rouge"" Soundtrack","rock, pop, metal",1997,0.5599744026854175,0.6871741475573053,205640,TRUE,,,,,,,,,
Cheat Codes,Gettin' Over You (feat. Fergie & LMFAO),"hip hop, pop, latin",2010,0.634023197,0.7991886421721479,226319,TRUE,,,,,,,,,
Creed,Sonnentanz - Sun Don't Shine,"rock, Folk/Acoustic, pop",1996,0.8156604811884409,0.6259268431435993,298978,TRUE,,,,,,,,,
Offset,Plug Walk,metal,2011,0.6703688989794996,0.6223132158209697,245588,TRUE,,,,,,,,,
Jeremih,Final Song,"pop, Folk/Acoustic",2005,0.7559006445728557,1.0706603468759337,233694,TRUE,,,,,,,,,
Illy,I Need A Doctor,"hip hop, pop, R&B, Dance/Electronic",2003,0.7876358475270417,0.9369135329879523,210653,TRUE,,,,,,,,,
The Supermen Lovers,Drop It Like It's Hot,"hip hop, pop, country",2018,0.5526722452957588,0.838008426,237432,FALSE,,,,,,,,,
Diddy - Dirty Money,Never Be Like You,"rock, pop, metal",2014,0.6257719421834658,0.47700992138123455,239933,TRUE,,,,,,,,,
J Balvin,Hey Baby (Radio Mix),"hip hop, latin, Dance/Electronic",2005,0.5799152724110157,0.662695123,136604,TRUE,,,,,,,,,
Bow Wow,Give It 2 Me,"rock, metal",2014,0.7467064822749424,0.7322594650227396,291564,TRUE,,,,,,,,,
Klangkarussell,Give It To Me,"pop, R&B, Dance/Electronic",2017,0.8051620472906891,0.7086701346986561,228541,TRUE,,,,,,,,,
The Fratellis,Pure Shores,Dance/Electronic,2007,0.5885075383402754,0.600424821,180590,FALSE,,,,,,,,,
Lil Tecca,Ric Flair Drip (with Metro Boomin),"rock, metal",2007,0.6478190105840286,0.7133345782266696,148389,FALSE,,,,,,,,,
The Supermen Lovers,Like I Can,"pop, Dance/Electronic",2017,0.5653299773984359,0.6286706211101156,215095,FALSE,,,,,,,,,
Holly Valance,Closer,R&B,2000,0.7366697477260675,0.6407258020481393,213950,TRUE,,,,,,,,,
Michelle Branch,Heaven Is a Halfpipe (If I Die),easy listening,2012,0.6373767531409202,0.628433286,249339,TRUE,,,,,,,,,
Reik,Waves - Robin Schulz Radio Edit,"pop, rock, metal",2012,0.6595470572099865,0.6712095837404061,250133,TRUE,,,,,,,,,
Santana,Just Can’t Get Enough,"hip hop, Dance/Electronic",2012,0.3741757603126481,0.8203918933489067,188877,FALSE,,,,,,,,,
Miley Cyrus,Oblivion,"hip hop, pop, latin",2011,0.5130222129865779,0.8183975693121767,209751,TRUE,,,,,,,,,
Gesaffelstein,No Money,"hip hop, pop, Dance/Electronic",2021,0.45475356876212625,0.5260957251362006,307823,FALSE,,,,,,,,,
Nicole Scherzinger,I Wanna Know,"World/Traditional, pop, Folk/Acoustic",2011,0.7785443089644104,0.8136066657415566,235993,FALSE,,,,,,,,,
Joe,Never Be Like You,"Folk/Acoustic, pop",1999,0.7498902791406823,0.6285672341005295,256381,TRUE,,,,,,,,,
Years & Years,I'm Real (feat. Ja Rule) - Murder Remix,"hip hop, pop, country",2010,0.6310075018547864,0.6215543273922627,232594,TRUE,,,,,,,,,
Jack White,Drinking from the Bottle (feat. Tinie Tempah),"hip hop, pop, latin",2015,0.545561544,0.824079476,142913,FALSE,,,,,,,,,
Gorillaz,It's A Vibe,"pop, R&B",2006,0.4205021853868618,0.5661826372992946,282134,TRUE,,,,,,,,,
Nio Garcia,Can't Get You out of My Head,"pop, R&B, Dance/Electronic",2013,0.823430342,0.8973687627156062,212487,FALSE,,,,,,,,,
Metro Station,You Found Me,"pop, rock",2013,0.8280695275143163,0.4964911407608903,225956,FALSE,,,,,,,,,
Rizzle Kicks,I Gotta Feeling,rock,2015,0.6226163130560525,0.8028226519219183,203859,TRUE,,,,,,,,,
3LW,Say My Name,"rock, pop, metal, Dance/Electronic",2014,0.7237913469274891,0.7115120634547272,252117,TRUE,,,,,,,,,
Next,Snow (Hey Oh),"hip hop, pop, latin",2018,0.5845175046984993,0.770836228,215952,FALSE,,,,,,,,,
Disclosure,The Nights,metal,2016,0.4840036761730614,0.43902793409221186,265406,TRUE,,,,,,,,,
Bastille,Release Me,"rock, blues, latin",2016,0.6324138569083371,0.8718486624927604,276594,TRUE,,,,,,,,,
Petey Pablo,Beautiful Monster,"pop, rock, Dance/Electronic",2013,0.6650217712016896,0.8103552849189326,205311,TRUE,,,,,,,,,
Agnes,What Goes Around.../...Comes Around (Interlude),"pop, R&B",2004,0.9089247543056866,0.6813533621792325,188477,TRUE,,,,,,,,,
Wayne Wonder,Wish You Were Mine - Radio Edit,easy listening,2005,0.9560674072740695,0.8702157474279651,258308,TRUE,,,,,,,,,
Tame Impala,HandClap,Dance/Electronic,2010,0.5555133085928974,0.6690927249402534,232302,TRUE,,,,,,,,,
Amerie,a lot,"pop, Dance/Electronic",2023,0.6703375321710534,0.7938431587107594,270007,TRUE,,,,,,,,,
Enrique Iglesias,Don't Think I'm Not,"pop, Dance/Electronic",2012,0.5406225559499485,0.43521854918742475,228170,TRUE,,,,,,,,,
Duffy,Lose Control (feat. Ciara & Fat Man Scoop),country,2005,0.4258052352633892,0.7175546521974735,142774,TRUE,,,,,,,,,
Amanda Perez,Piece Of Your Heart,country,2005,0.8651583860967637,0.8175023310418525,263810,TRUE,,,,,,,,,
J Balvin,Are You With Me - Radio Edit,Dance/Electronic,2010,0.9292732724648238,0.8120037831025231,236902,FALSE,,,,,,,,,
Meck,Youngblood,"rock, metal",2006,0.5094742943554778,0.509159619,272440,TRUE,,,,,,,,,
INNA,Pretty Girl Rock,"rock, Folk/Acoustic, easy listening",2003,0.738971604,0.6848254245829741,248011,TRUE,,,,,,,,,
Demi Lovato,Piece of Me,"hip hop, Dance/Electronic",2007,0.6900417147376882,0.7608812230757036,227049,FALSE,,,,,,,,,
Big Brovaz,Break the Ice,"hip hop, Dance/Electronic",2003,0.6399052487883203,0.6250747510041311,195341,FALSE,,,,,,,,,
Scooter,Sex on Fire,Dance/Electronic,2006,0.785357381,0.5138174427441832,273492,FALSE,,,,,,,,,
Otto Knows,Natural,"hip hop, pop, R&B, latin",2009,0.6161290247145437,0.6434700521410921,215763,FALSE,,,,,,,,,
Elliott Yamin,Swimming Pools (Drank) - Extended Version,"hip hop, pop, R&B, latin",2006,0.44842840673455764,0.6485949376051424,268302,TRUE,,,,,,,,,
Debelah Morgan,If I Were a Boy,"Folk/Acoustic, rock",2012,0.7112695038009939,0.7460126686029664,266008,TRUE,,,,,,,,,
Avicii,Mad Love,hip hop,2010,0.6375901081646587,0.7087049731350714,262326,FALSE,,,,,,,,,
Sigala,Kill This Love,metal,2010,0.5857202910078301,0.8612562488179142,315485,TRUE,,,,,,,,,
Kings of Leon,Love Don't Cost a Thing,"pop, R&B, easy listening",2007,0.6699287703002478,0.6750826133069923,308692,FALSE,,,,,,,,,
Muse,Not In Love - Radio Mix,"rock, pop",2014,0.626197042,0.7302984589062066,197857,TRUE,,,,,,,,,
Shop Boyz,Callaita,"country, latin",2016,0.6024608902422053,0.8942600160865359,251032,TRUE,,,,,,,,,
Keyshia Cole,Do It To It,"hip hop, pop, country",2017,0.9175651869488508,0.5724754491466998,226280,TRUE,,,,,,,,,
J. Cole,Leave Me Alone,"hip hop, pop, latin",2012,0.7168528969817557,0.8233572614566648,226871,TRUE,,,,,,,,,
Playboi Carti,True Love (feat. Lily Allen),"pop, Folk/Acoustic",2015,0.654320527,0.6394859328330709,214874,TRUE,,,,,,,,,
Alan Walker,Buy U a Drank (Shawty Snappin') (feat. Yung Joc),"pop, rock, metal",2006,0.5524765772661847,0.617899168,236274,TRUE,,,,,,,,,
Shaggy,Wide Awake,"Folk/Acoustic, rock",1998,0.7503900840758011,1.0361936961485663,219095,FALSE,,,,,,,,,
Sheck Wes,Happy,"hip hop, pop, Dance/Electronic",2011,0.5750351335745776,0.6102238277820334,242529,FALSE,,,,,,,,,
benny blanco,Life Is A Rollercoaster,"rock, blues",2005,0.5815010771159741,1.0090606909523387,260918,TRUE,,,,,,,,,
Elliott Yamin,All Day And Night,"rock, metal",2005,0.6930033821002575,0.6999654037004815,207626,FALSE,,,,,,,,,
Post Malone,Some Cut,"rock, blues",2001,0.6083368497049895,0.535518302,239235,TRUE,,,,,,,,,
Oasis,Bartender (feat. Akon),"World/Traditional, rock",2009,0.7267456668021727,0.787956597,170009,FALSE,,,,,,,,,
Las Ketchup,Say My Name,"World/Traditional, hip hop",2011,0.8318529551596636,0.7644592115362541,212208,FALSE,,,,,,,,,
Estelle,As Good As I Once Was,"hip hop, pop, R&B, latin",2010,0.4449810877075084,0.6167574483958114,268613,TRUE,,,,,,,,,
Eve,Blurry,"pop, Dance/Electronic",2003,0.8182456557039677,0.834309446,201278,FALSE,,,,,,,,,
Calvin Harris,Panini,"hip hop, country",2006,0.6214124982936265,0.6392452438869862,272878,TRUE,,,,,,,,,
Banx & Ranx,Nevermind,"country, latin",2011,0.5287807116845464,0.7142631072031791,231619,TRUE,,,,,,,,,
Chip,Black Widow,"hip hop, R&B",2016,0.7637897188498551,0.7396809530803384,242976,TRUE,,,,,,,,,
Fort Minor,Higher,"pop, R&B, easy listening",2009,0.7044804567902997,0.6713092070773391,208112,TRUE,,,,,,,,,
Pretty Ricky,Don't You Worry Child - Radio Edit,"hip hop, country",1993,0.8080315051836808,0.6775911236435344,277412,TRUE,,,,,,,,,
Big Shaq,Overprotected - Radio Edit,"hip hop, pop",2008,0.8013237386926771,0.6285985456863329,343867,TRUE,,,,,,,,,
Basshunter,Out Of Reach,"hip hop, pop, rock",2010,0.6737902426916463,0.8594976005060294,227752,TRUE,,,,,,,,,
Yolanda Be Cool,Desert Rose,"Folk/Acoustic, rock",2007,0.7730586014405681,0.6848892154598607,267394,FALSE,,,,,,,,,
Kendrick Lamar,"This Ain't A Scene, It's An Arms Race","World/Traditional, hip hop",2009,1.0135234941605207,0.6532911341317563,313770,FALSE,,,,,,,,,
Rudimental,21 Seconds,"pop, rock",1994,0.9753442944333002,0.6202441638654896,249615,FALSE,,,,,,,,,
Sean Paul,Young Forever,"World/Traditional, pop, Folk/Acoustic",2011,0.3295933600945358,0.8543637710955415,184156,FALSE,,,,,,,,,
Charli XCX,Do You Remember,"pop, Folk/Acoustic",2011,0.7874307793780942,0.8013942416576129,204311,TRUE,,,,,,,,,
Passenger,Wiggle (feat. Snoop Dogg),"pop, rock, Dance/Electronic",2012,0.5661282908205177,0.535220913,254652,FALSE,,,,,,,,,
Demi Lovato,Money On My Mind,"pop, R&B, easy listening",2003,0.6298130440698463,0.5482894638248976,250520,TRUE,,,,,,,,,
T-Pain,Untouched,latin,2010,0.775553853,0.6173644906485617,274915,TRUE,,,,,,,,,
Scouting For Girls,bury a friend,"pop, rock, Dance/Electronic",2010,0.7803013708587145,0.6345633150110885,257996,TRUE,,,,,,,,,
Ronan Keating,We Be Burnin',easy listening,2020,0.8675308287758499,0.6606233083506579,288925,FALSE,,,,,,,,,
Asaf Avidan & the Mojos,Talking Body,"Folk/Acoustic, rock, pop",2023,0.6216338012496669,0.6627483042816955,192133,TRUE,,,,,,,,,
Toni Braxton,Dead And Gone,"rock, Folk/Acoustic, pop",2019,0.6845665247222512,0.7691836433575642,209646,TRUE,,,,,,,,,
Pixie Lott,Where Have You Been,latin,2013,0.4843733207763683,0.5784315553687747,236079,FALSE,,,,,,,,,
Kandi,Say My Name,"country, latin",2012,0.7955091061068289,0.6919538712059157,249459,FALSE,,,,,,,,,
Mary Mary,Breezeblocks,latin,2007,0.8136067869201857,0.8258246870719064,194330,TRUE,,,,,,,,,
Ida Corr,Glad You Came,"rock, Folk/Acoustic, pop",2008,0.7189772708073953,0.5230479010664553,228665,TRUE,,,,,,,,,
Petit Biscuit,Rollin' (Air Raid Vehicle),"country, latin",2004,0.687451994,0.8084425485068719,233114,TRUE,,,,,,,,,
Fitz and The Tantrums,The Sweet Escape,"rock, pop, metal, Dance/Electronic",2022,0.5801184447331014,0.8755287916780036,274145,TRUE,,,,,,,,,
Boys Like Girls,Call Me Maybe,"pop, R&B",2008,0.4906480134719716,0.7234173810316193,262872,FALSE,,,,,,,,,
Mr. Probz,Thank God I Found You (feat. Joe & 98°),"pop, easy listening, Dance/Electronic",2013,0.7872734675331461,0.8148956454148443,294287,FALSE,,,,,,,,,
Vengaboys,Infinity 2008,rock,2017,0.6151684800809543,0.678040202,251483,TRUE,,,,,,,,,
Burak Yeter,Shape of You,"Folk/Acoustic, pop",1995,0.7881284686539339,0.6046485835120519,348785,TRUE,,,,,,,,,
Good Charlotte,One Last Time,"pop, rock, Folk/Acoustic",1999,0.6545794557084922,0.5160416307951796,258447,FALSE,,,,,,,,,
FINNEAS,Cookie Jar (feat. The-Dream),country,2008,0.834413777,0.49025208370226625,228072,TRUE,,,,,,,,,
Lucenzo,Nothing Breaks Like a Heart (feat. Miley Cyrus),"country, latin",2014,0.76269769,0.6593440220472937,184643,TRUE,,,,,,,,,
P.O.D.,Hard,"hip hop, latin, Dance/Electronic",2017,0.8328147853724099,0.8015365483494482,225018,FALSE,,,,,,,,,
Disturbing Tha Peace,Please Don't Go,"pop, R&B",2001,0.8037483713598423,0.5472749701118887,226551,TRUE,,,,,,,,,
Maggie Lindemann,Do You Want To,metal,2008,0.715610249,0.6353747537549699,164109,FALSE,,,,,,,,,
Kid Cudi,Last Night,rock,2010,0.5107309301527143,0.47906339285240923,204659,FALSE,,,,,,,,,
Moloko,Bad Boys (feat. Flo Rida),"World/Traditional, pop, Folk/Acoustic",2010,0.7005040912692658,0.6748136569399539,267788,TRUE,,,,,,,,,
Las Ketchup,Ayo Technology,"rock, pop, metal",2010,0.6145776560552191,0.5912089133171731,213675,TRUE,,,,,,,,,
Jennifer Hudson,Can't Tell Me Nothing,metal,2011,0.6907210998647757,0.6578160380681531,262407,TRUE,,,,,,,,,
Ja Rule,You Don't Know Me - Radio Edit,Dance/Electronic,2004,0.45737650702874943,0.6947934389336385,201714,TRUE,,,,,,,,,
Future,Ms. New Booty,hip hop,2009,0.6280531748846657,0.6050345189516616,340180,TRUE,,,,,,,,,
The Fray,Please Don't Go,"hip hop, pop, latin",2015,0.9231230789143128,1.0746764961999222,260302,TRUE,,,,,,,,,
Natasha Bedingfield,Point Of View - Radio Edit,"hip hop, pop, R&B, latin",2007,0.6984748296929223,0.9866874544621775,254155,TRUE,,,,,,,,,
K-Ci & JoJo,Underneath It All,easy listening,2009,0.5111713085272234,0.5763785803160985,191207,FALSE,,,,,,,,,
Mustard,Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,latin,2005,0.6789667444425058,0.8787789612580797,319665,TRUE,,,,,,,,,
Florida Georgia Line,I Love College,metal,2011,0.6183220258862611,0.7006855551433989,265983,TRUE,,,,,,,,,
Kehlani,Control Myself,"pop, easy listening, Dance/Electronic",2000,0.699804525,0.6129332588680528,159782,TRUE,,,,,,,,,
OPM,What I've Done,"rock, Folk/Acoustic, easy listening",2004,0.7080069711963872,0.4631000263517995,256521,FALSE,,,,,,,,,
Lasgo,The Next Episode,"pop, R&B, easy listening",2005,0.7194378016139508,0.8953554770874746,240721,TRUE,,,,,,,,,
Chamillionaire,Pure Shores,"hip hop, country",2005,0.8617930810965327,0.7407602087437282,238810,TRUE,,,,,,,,,
Alex Clare,Kill Em With Kindness,"pop, rock, metal",1995,0.8514624069409416,0.8867671484936874,196011,TRUE,,,,,,,,,
Emma Bunton,Beat Again - Radio Edit,"hip hop, rock, pop",2016,0.5196472123714544,0.6099454301753355,234436,FALSE,,,,,,,,,
Youngbloodz,Just the Way You Are,"hip hop, rock, pop",2010,0.785684122,0.6876963677628068,253101,TRUE,,,,,,,,,
Rachel Stevens,Survivor,"rock, pop",2013,0.6006025609878994,0.5336180022837167,242858,FALSE,,,,,,,,,
Jason Aldean,C'Mon,"pop, latin",2011,0.7799818022109469,0.946256708,247775,TRUE,,,,,,,,,
Tim Berg,Let Me Love You (Until You Learn To Love Yourself),"country, latin",2016,0.7169449551736383,0.5212059516482924,218797,TRUE,,,,,,,,,
Mary J. Blige,My Humps,"pop, easy listening, jazz",2016,0.6920923515075401,0.7826190421648609,195497,TRUE,,,,,,,,,
Zedd,Girl,"Folk/Acoustic, rock",2013,0.49433849270632824,0.6622432988443151,232216,FALSE,,,,,,,,,
Becky G,Eternal Flame - Single Version,"Folk/Acoustic, pop",2007,0.7035197989248679,0.5470161923304638,252733,FALSE,,,,,,,,,
Hot Chelle Rae,In The Night,"World/Traditional, Folk/Acoustic",2015,0.6941556575067171,0.49626814747816606,179936,TRUE,,,,,,,,,
The White Stripes,Cha Cha Slide - Hardino Mix,"World/Traditional, Folk/Acoustic",2008,0.6596971769131988,0.5932687240970279,147727,TRUE,,,,,,,,,
Omarion,Goodies (feat. Petey Pablo),"rock, easy listening",2011,0.806979261,0.7017152943452801,245595,TRUE,,,,,,,,,
Madcon,My Chick Bad,"pop, Dance/Electronic",2008,0.3080432188279147,0.7092240138512111,251323,TRUE,,,,,,,,,
Sammie,Call on Me - Radio Mix,"rock, R&B, Folk/Acoustic, pop",2014,0.37525031430414946,0.8198980881666815,225891,TRUE,,,,,,,,,
ZAYN,Monster,"World/Traditional, hip hop",2006,0.5503111536409414,0.886558763,238618,TRUE,,,,,,,,,
Jibbs,Make It Rain,"rock, pop, Dance/Electronic",2003,0.8043197082422264,0.809301803,205326,TRUE,,,,,,,,,
Ella Henderson,Never Forget You,"rock, Folk/Acoustic, pop",2008,0.602225352,0.7527279160463942,171906,TRUE,,,,,,,,,
Marilyn Manson,Jocelyn Flores,"World/Traditional, pop, Folk/Acoustic",1997,0.7385129535086604,0.6376354520101519,223747,TRUE,,,,,,,,,
Demi Lovato,I'm a Thug,"hip hop, pop, latin",2018,0.6423819113979957,0.6796090723763722,282620,TRUE,,,,,,,,,
The Rasmus,human,"pop, rock, Folk/Acoustic",2008,0.7708864090611777,0.6287806569115405,156128,TRUE,,,,,,,,,
Aloe Blacc,Good Life (with G-Eazy & Kehlani),"rock, pop, Dance/Electronic",2022,0.6259567467659624,0.7578822128802318,283557,FALSE,,,,,,,,,
Reik,Pocketful of Sunshine,"pop, Folk/Acoustic",2013,0.664404807,0.9489608784547303,228851,TRUE,,,,,,,,,
Muse,Big Green Tractor,"World/Traditional, pop, Folk/Acoustic",2006,0.5861748425646619,0.8249396476751499,231843,TRUE,,,,,,,,,
Foo Fighters,Pray For Me (with Kendrick Lamar),pop,2008,0.7557081290864551,0.6732177170466466,243755,TRUE,,,,,,,,,
Bow Wow,Forgot About Dre,"hip hop, pop, R&B, latin",2008,0.5508153648752985,0.5993607596745293,216522,TRUE,,,,,,,,,
Keane,Separated,"hip hop, Dance/Electronic",2010,0.3222823897561868,0.8202142506167648,272228,FALSE,,,,,,,,,
Asaf Avidan & the Mojos,Supermassive Black Hole,"World/Traditional, pop, Folk/Acoustic",2004,0.5672345581615222,0.7431258292360046,318568,TRUE,,,,,,,,,
Twenty One Pilots,My Life,"pop, rock, Dance/Electronic",2008,0.5126532177780437,0.5283114378241036,241941,TRUE,,,,,,,,,
S Club 7,Dear Darlin',"World/Traditional, Folk/Acoustic",2016,0.5861269579742241,0.5826565662265053,229382,TRUE,,,,,,,,,
Musiq Soulchild,Patience,Dance/Electronic,2008,0.5500082914008602,1.062150658944107,286176,TRUE,,,,,,,,,
Baby Bash,Pretty Girl - Cheat Codes X CADE Remix,hip hop,2006,0.83167667,0.773609578,249237,TRUE,,,,,,,,,
Drake,La Tortura (feat. Alejandro Sanz),"pop, R&B, Dance/Electronic",2012,0.5278890746802418,0.7320421901572769,219620,TRUE,,,,,,,,,
Shontelle,Years - ラジオ・エディット,"rock, Folk/Acoustic, pop",2005,0.9101151647185889,0.39534070583302017,233693,FALSE,,,,,,,,,
Skillet,The Real Slim Shady,Dance/Electronic,2015,0.6162791566011298,0.5348174712698294,153509,TRUE,,,,,,,,,
INNA,My Love Is Like...Wo - Main Mix,"Folk/Acoustic, pop",2017,0.6545176723497684,0.8474904234008817,211949,FALSE,,,,,,,,,
Monica,Replay,"rock, pop",2014,0.8318568853826843,0.67784091,226750,TRUE,,,,,,,,,
Frank Ocean,He Wasn't Man Enough,"World/Traditional, hip hop",2002,0.5832911513086964,0.6572448080074547,297447,TRUE,,,,,,,,,
Bone Thugs-N-Harmony,Stole the Show,"pop, R&B, easy listening",2007,0.6965440358565408,0.9389980838156708,228257,TRUE,,,,,,,,,
The Goo Goo Dolls,Snap Yo Fingers,"hip hop, pop, country",2011,0.42913408837672296,0.5757707949371043,232088,TRUE,,,,,,,,,
Kehlani,I'm N Luv (Wit a Stripper) (feat. Mike Jones),country,2016,0.6536085745050204,0.4827004610836025,324078,TRUE,,,,,,,,,
Usher,Shackles (Praise You),"hip hop, pop, R&B, Dance/Electronic",2007,0.7328869872558619,0.7462861316928681,255762,TRUE,,,,,,,,,
Klangkarussell,Weak,"pop, latin",2014,0.5619864803724924,0.6822439369535953,210510,TRUE,,,,,,,,,
Fitz and The Tantrums,Wildest Dreams,"hip hop, pop",2005,0.5167450742236803,0.7032717405860861,182151,TRUE,,,,,,,,,
Khia,Wild Ones (feat. Sia),"hip hop, latin, Dance/Electronic",2002,0.6601113226731212,0.8883218868394462,321913,TRUE,,,,,,,,,
Enya,Circus,hip hop,2005,0.7030067910986113,0.6535474100662269,213095,FALSE,,,,,,,,,
Iyaz,King,"hip hop, country",2016,0.6669608343535743,0.6442849504929398,255388,FALSE,,,,,,,,,
Musiq Soulchild,Shallow,"hip hop, country",2010,0.7408528165349832,0.7597366855982138,295253,TRUE,,,,,,,,,
Vanessa Carlton,Here Is Gone,"pop, rock, Folk/Acoustic",2015,0.6217009070778277,0.6773294955181173,228813,TRUE,,,,,,,,,
French Montana,Wearing My Rolex - Radio Edit,"rock, classical",2001,0.9672642037579078,1.0308124070666431,187684,TRUE,,,,,,,,,
Sandi Thom,The Ketchup Song (Aserejé) - Spanglish Version,"World/Traditional, rock",2007,0.6127747151313983,0.8518952704998545,156962,FALSE,,,,,,,,,
21 Savage,I Need A Doctor,"hip hop, latin, Dance/Electronic",2010,0.5261035544935405,0.7360471434655762,250658,TRUE,,,,,,,,,
